PERIODO,COLE_BILINGUE,COLE_DEPTO_UBICACION,COLE_JORNADA,COLE_NATURALEZA,ESTU_GENERO,PUNT_INGLES,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,PUNT_C_NATURALES,PUNT_LECTURA_CRITICA,PUNT_GLOBAL
20172,N,BOGOTA,MAÑANA,OFICIAL,F,41.0,43.0,42.0,45.0,48.0,221.0
20172,,BOGOTA,COMPLETA,OFICIAL,F,55.0,49.0,50.0,57.0,58.0,268.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,36.0,28.0,25.0,37.0,32.0,155.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,80.0,68.0,70.0,67.0,70.0,348.0
20172,S,BOGOTA,COMPLETA,NO OFICIAL,F,52.0,45.0,42.0,41.0,53.0,229.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,38.0,49.0,47.0,45.0,42.0,226.0
20172,N,BOGOTA,UNICA,OFICIAL,F,47.0,49.0,50.0,49.0,59.0,257.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,58.0,63.0,54.0,60.0,58.0,293.0
20172,,BOGOTA,MAÑANA,OFICIAL,F,39.0,47.0,35.0,45.0,56.0,226.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,52.0,49.0,47.0,55.0,57.0,260.0
20181,N,BOGOTA,MAÑANA,NO OFICIAL,M,52.0,56.0,62.0,50.0,60.0,283.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,F,88.0,74.0,72.0,64.0,75.0,363.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,F,38.0,27.0,29.0,42.0,32.0,165.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,70.0,66.0,67.0,71.0,67.0,340.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,40.0,55.0,55.0,53.0,59.0,272.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,45.0,29.0,38.0,46.0,43.0,197.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,66.0,53.0,55.0,57.0,54.0,278.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,60.0,65.0,58.0,57.0,68.0,309.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,63.0,58.0,64.0,65.0,64.0,314.0
20172,N,BOGOTA,COMPLETA,OFICIAL,F,58.0,48.0,58.0,45.0,45.0,248.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,70.0,65.0,71.0,71.0,65.0,341.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,61.0,70.0,72.0,70.0,62.0,340.0
20172,,BOGOTA,TARDE,OFICIAL,F,52.0,52.0,50.0,55.0,58.0,268.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,65.0,65.0,67.0,57.0,68.0,322.0
20172,N,BOGOTA,TARDE,OFICIAL,F,44.0,39.0,38.0,50.0,55.0,227.0
20172,N,BOGOTA,UNICA,OFICIAL,M,53.0,60.0,59.0,64.0,63.0,304.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,60.0,62.0,70.0,66.0,65.0,327.0
20172,N,BOGOTA,TARDE,OFICIAL,F,60.0,54.0,56.0,58.0,54.0,279.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,82.0,54.0,59.0,64.0,64.0,310.0
20172,N,BOGOTA,TARDE,OFICIAL,M,38.0,46.0,44.0,47.0,47.0,227.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,63.0,57.0,54.0,64.0,66.0,302.0
20172,N,BOGOTA,TARDE,OFICIAL,F,53.0,50.0,48.0,50.0,57.0,257.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,61.0,57.0,56.0,54.0,51.0,275.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,77.0,75.0,68.0,68.0,70.0,354.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,56.0,64.0,49.0,61.0,48.0,278.0
20172,,BOGOTA,MAÑANA,OFICIAL,F,52.0,51.0,46.0,49.0,48.0,244.0
20172,,BOGOTA,MAÑANA,OFICIAL,F,56.0,62.0,62.0,59.0,58.0,300.0
20172,,BOGOTA,TARDE,OFICIAL,M,57.0,66.0,47.0,57.0,53.0,279.0
20172,N,BOGOTA,TARDE,OFICIAL,F,46.0,52.0,56.0,54.0,62.0,276.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,67.0,66.0,67.0,67.0,63.0,329.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,57.0,60.0,60.0,60.0,51.0,288.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,82.0,81.0,81.0,77.0,77.0,396.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,M,85.0,63.0,75.0,65.0,58.0,334.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,55.0,60.0,65.0,62.0,68.0,315.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,79.0,74.0,64.0,68.0,71.0,350.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,80.0,76.0,76.0,72.0,70.0,370.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,77.0,63.0,69.0,63.0,60.0,324.0
20172,N,BOGOTA,TARDE,OFICIAL,M,59.0,67.0,68.0,60.0,65.0,323.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,52.0,32.0,59.0,51.0,57.0,250.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,44.0,50.0,48.0,46.0,41.0,230.0
20172,N,BOGOTA,TARDE,OFICIAL,F,65.0,53.0,73.0,68.0,72.0,332.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,53.0,56.0,49.0,63.0,45.0,266.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,49.0,49.0,49.0,41.0,52.0,239.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,69.0,63.0,59.0,62.0,49.0,295.0
20181,N,BOGOTA,NOCHE,NO OFICIAL,M,62.0,62.0,61.0,48.0,66.0,297.0
20172,,BOGOTA,SABATINA,NO OFICIAL,M,36.0,35.0,47.0,49.0,47.0,219.0
20172,N,BOGOTA,TARDE,OFICIAL,M,51.0,52.0,54.0,49.0,50.0,256.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,42.0,58.0,57.0,57.0,57.0,280.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,54.0,60.0,48.0,38.0,60.0,258.0
20172,,BOGOTA,UNICA,OFICIAL,F,63.0,46.0,50.0,55.0,56.0,263.0
20172,N,BOGOTA,SABATINA,NO OFICIAL,M,44.0,52.0,57.0,54.0,51.0,264.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,46.0,59.0,51.0,55.0,47.0,262.0
20172,N,BOGOTA,TARDE,OFICIAL,F,58.0,63.0,64.0,60.0,67.0,315.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,M,40.0,62.0,44.0,49.0,43.0,244.0
20181,,BOGOTA,NOCHE,NO OFICIAL,F,50.0,39.0,51.0,53.0,53.0,245.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,66.0,67.0,54.0,70.0,61.0,316.0
20172,N,BOGOTA,COMPLETA,OFICIAL,M,41.0,51.0,38.0,51.0,50.0,235.0
20172,N,BOGOTA,TARDE,OFICIAL,F,40.0,39.0,40.0,37.0,41.0,197.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,F,36.0,55.0,57.0,44.0,54.0,256.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,47.0,61.0,63.0,59.0,61.0,300.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,47.0,58.0,55.0,52.0,57.0,274.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,40.0,31.0,42.0,45.0,45.0,203.0
20172,N,BOGOTA,UNICA,OFICIAL,M,48.0,50.0,49.0,54.0,46.0,248.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,M,34.0,40.0,38.0,33.0,48.0,197.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,38.0,62.0,60.0,61.0,73.0,310.0
20171,N,BOGOTA,COMPLETA,NO OFICIAL,M,78.0,78.0,80.0,70.0,67.0,370.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,58.0,61.0,60.0,57.0,58.0,295.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,43.0,60.0,59.0,62.0,58.0,292.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,60.0,60.0,53.0,52.0,62.0,285.0
20172,,BOGOTA,COMPLETA,OFICIAL,M,32.0,46.0,39.0,49.0,51.0,226.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,89.0,76.0,75.0,73.0,78.0,383.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,89.0,76.0,75.0,73.0,78.0,383.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,53.0,54.0,47.0,55.0,50.0,258.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,70.0,59.0,65.0,61.0,69.0,320.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,39.0,59.0,39.0,60.0,56.0,262.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,66.0,60.0,63.0,63.0,66.0,316.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,80.0,78.0,78.0,74.0,67.0,373.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,F,36.0,42.0,39.0,37.0,52.0,210.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,41.0,55.0,46.0,51.0,58.0,258.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,75.0,67.0,66.0,67.0,69.0,339.0
20172,,BOGOTA,TARDE,OFICIAL,F,55.0,58.0,48.0,58.0,63.0,283.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,M,73.0,71.0,58.0,67.0,57.0,320.0
20172,N,BOGOTA,TARDE,OFICIAL,M,32.0,28.0,46.0,43.0,44.0,198.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,71.0,60.0,46.0,53.0,51.0,270.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,59.0,55.0,54.0,50.0,63.0,279.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,58.0,50.0,52.0,45.0,49.0,248.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,72.0,60.0,63.0,57.0,66.0,312.0
20172,N,BOGOTA,TARDE,OFICIAL,M,39.0,59.0,53.0,50.0,52.0,262.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,77.0,60.0,58.0,59.0,62.0,305.0
20172,N,BOGOTA,TARDE,OFICIAL,M,50.0,67.0,67.0,67.0,64.0,325.0
20172,N,BOGOTA,COMPLETA,OFICIAL,F,46.0,47.0,46.0,52.0,55.0,248.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,62.0,60.0,66.0,64.0,65.0,318.0
20172,N,BOGOTA,UNICA,OFICIAL,M,53.0,53.0,55.0,49.0,60.0,271.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,65.0,38.0,57.0,52.0,54.0,257.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,M,46.0,41.0,48.0,48.0,52.0,236.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,55.0,55.0,49.0,64.0,35.0,255.0
20181,N,BOGOTA,COMPLETA,NO OFICIAL,M,86.0,73.0,74.0,73.0,74.0,372.0
20181,N,BOGOTA,COMPLETA,NO OFICIAL,M,86.0,73.0,74.0,73.0,74.0,372.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,F,57.0,63.0,66.0,66.0,65.0,322.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,F,68.0,56.0,59.0,64.0,62.0,304.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,42.0,34.0,44.0,40.0,48.0,208.0
20172,N,BOGOTA,TARDE,OFICIAL,M,50.0,27.0,48.0,41.0,50.0,211.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,56.0,57.0,58.0,60.0,55.0,287.0
20172,,BOGOTA,TARDE,OFICIAL,F,56.0,58.0,60.0,62.0,59.0,297.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,70.0,56.0,64.0,61.0,57.0,302.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,53.0,53.0,47.0,55.0,48.0,255.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,F,70.0,48.0,35.0,28.0,41.0,202.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,45.0,35.0,45.0,47.0,42.0,212.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,70.0,65.0,72.0,68.0,68.0,342.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,79.0,67.0,67.0,72.0,71.0,350.0
20181,,BOGOTA,COMPLETA,NO OFICIAL,F,87.0,65.0,60.0,63.0,74.0,336.0
20181,,BOGOTA,COMPLETA,NO OFICIAL,F,87.0,65.0,60.0,63.0,74.0,336.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,M,70.0,53.0,55.0,58.0,66.0,295.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,29.0,51.0,56.0,52.0,57.0,260.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,53.0,60.0,57.0,60.0,61.0,295.0
20172,,BOGOTA,TARDE,OFICIAL,F,60.0,41.0,38.0,43.0,42.0,212.0
20172,S,BOGOTA,COMPLETA,NO OFICIAL,F,83.0,55.0,70.0,63.0,67.0,326.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,56.0,67.0,74.0,71.0,64.0,340.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,62.0,63.0,63.0,69.0,68.0,327.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,49.0,63.0,64.0,64.0,68.0,318.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,67.0,61.0,64.0,57.0,60.0,305.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,55.0,53.0,62.0,57.0,60.0,289.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,48.0,49.0,46.0,50.0,44.0,237.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,48.0,53.0,55.0,49.0,56.0,264.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,26.0,45.0,45.0,47.0,46.0,221.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,59.0,62.0,56.0,62.0,61.0,301.0
20172,N,BOGOTA,NOCHE,OFICIAL,M,63.0,50.0,43.0,50.0,62.0,261.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,71.0,69.0,70.0,67.0,67.0,342.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,F,49.0,46.0,44.0,48.0,49.0,235.0
20172,,BOGOTA,SABATINA,NO OFICIAL,M,50.0,37.0,30.0,34.0,42.0,184.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,F,43.0,54.0,44.0,51.0,54.0,251.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,52.0,59.0,45.0,46.0,54.0,255.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,80.0,76.0,61.0,65.0,60.0,333.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,79.0,79.0,73.0,68.0,77.0,373.0
20172,N,BOGOTA,TARDE,OFICIAL,M,80.0,71.0,54.0,63.0,57.0,313.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,M,38.0,51.0,41.0,45.0,49.0,229.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,53.0,52.0,57.0,52.0,63.0,279.0
20172,,BOGOTA,TARDE,OFICIAL,M,56.0,65.0,66.0,63.0,62.0,317.0
20181,,BOGOTA,NOCHE,NO OFICIAL,F,53.0,40.0,50.0,44.0,49.0,232.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,37.0,27.0,37.0,44.0,42.0,187.0
20172,N,BOGOTA,TARDE,OFICIAL,M,58.0,71.0,63.0,67.0,67.0,332.0
20172,N,BOGOTA,TARDE,NO OFICIAL,M,49.0,43.0,43.0,43.0,49.0,224.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,41.0,54.0,51.0,52.0,62.0,268.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,50.0,44.0,42.0,33.0,42.0,205.0
20172,N,BOGOTA,NOCHE,OFICIAL,M,40.0,54.0,45.0,43.0,41.0,227.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,59.0,51.0,47.0,48.0,53.0,252.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,68.0,58.0,69.0,61.0,69.0,323.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,M,55.0,50.0,53.0,53.0,48.0,257.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,F,46.0,39.0,51.0,45.0,49.0,230.0
20172,N,BOGOTA,NOCHE,OFICIAL,M,57.0,33.0,36.0,34.0,35.0,181.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,45.0,48.0,46.0,51.0,59.0,253.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,72.0,46.0,58.0,52.0,63.0,280.0
20172,N,BOGOTA,TARDE,OFICIAL,M,53.0,73.0,66.0,67.0,68.0,337.0
20172,N,BOGOTA,TARDE,OFICIAL,M,55.0,57.0,56.0,59.0,63.0,292.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,56.0,64.0,57.0,59.0,57.0,295.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,72.0,75.0,66.0,68.0,69.0,348.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,63.0,66.0,61.0,59.0,62.0,310.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,50.0,52.0,45.0,49.0,41.0,235.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,68.0,51.0,68.0,61.0,72.0,317.0
20172,,BOGOTA,MAÑANA,OFICIAL,F,46.0,46.0,50.0,49.0,50.0,243.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,66.0,62.0,68.0,63.0,67.0,325.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,76.0,65.0,57.0,57.0,57.0,302.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,76.0,65.0,57.0,57.0,57.0,302.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,69.0,68.0,64.0,68.0,66.0,333.0
20172,N,BOGOTA,TARDE,NO OFICIAL,M,70.0,71.0,57.0,56.0,61.0,310.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,59.0,55.0,55.0,46.0,65.0,278.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,60.0,49.0,53.0,58.0,51.0,267.0
20181,N,BOGOTA,MAÑANA,NO OFICIAL,M,74.0,64.0,77.0,72.0,81.0,368.0
20172,N,BOGOTA,TARDE,OFICIAL,F,61.0,54.0,64.0,53.0,68.0,299.0
20172,,BOGOTA,TARDE,OFICIAL,M,47.0,51.0,55.0,54.0,51.0,262.0
20181,,BOGOTA,COMPLETA,NO OFICIAL,F,86.0,61.0,48.0,48.0,63.0,287.0
20181,,BOGOTA,COMPLETA,NO OFICIAL,F,86.0,61.0,48.0,48.0,63.0,287.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,50.0,58.0,53.0,55.0,61.0,281.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,M,82.0,62.0,72.0,64.0,65.0,335.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,35.0,34.0,38.0,43.0,41.0,193.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,38.0,40.0,45.0,46.0,46.0,219.0
20172,N,BOGOTA,TARDE,OFICIAL,F,75.0,70.0,69.0,68.0,72.0,351.0
20172,N,BOGOTA,TARDE,OFICIAL,M,54.0,60.0,58.0,62.0,63.0,301.0
20172,N,BOGOTA,TARDE,OFICIAL,F,54.0,59.0,63.0,64.0,61.0,306.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,61.0,68.0,69.0,63.0,57.0,320.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,M,32.0,25.0,32.0,34.0,40.0,163.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,58.0,46.0,60.0,59.0,64.0,287.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,64.0,60.0,58.0,60.0,62.0,302.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,42.0,48.0,44.0,42.0,48.0,226.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,69.0,50.0,63.0,65.0,65.0,307.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,73.0,77.0,68.0,68.0,68.0,352.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,77.0,72.0,71.0,68.0,73.0,357.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,44.0,55.0,46.0,50.0,49.0,248.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,M,41.0,37.0,47.0,39.0,51.0,217.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,55.0,50.0,49.0,58.0,48.0,258.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,46.0,43.0,36.0,52.0,45.0,221.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,73.0,75.0,66.0,69.0,73.0,355.0
20172,,BOGOTA,SABATINA,NO OFICIAL,F,35.0,32.0,47.0,38.0,29.0,182.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,60.0,45.0,56.0,58.0,57.0,272.0
20172,N,BOGOTA,TARDE,OFICIAL,M,79.0,64.0,63.0,64.0,61.0,321.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,M,82.0,71.0,63.0,70.0,64.0,341.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,M,40.0,47.0,53.0,47.0,42.0,233.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,M,46.0,64.0,59.0,57.0,58.0,292.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,M,56.0,60.0,71.0,44.0,61.0,294.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,34.0,49.0,40.0,45.0,36.0,209.0
20172,,BOGOTA,NOCHE,NO OFICIAL,F,34.0,42.0,36.0,45.0,50.0,213.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,F,80.0,61.0,60.0,64.0,68.0,323.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,53.0,63.0,64.0,58.0,54.0,296.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,66.0,51.0,55.0,62.0,73.0,303.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,46.0,64.0,52.0,61.0,54.0,284.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,43.0,42.0,35.0,48.0,55.0,224.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,39.0,35.0,38.0,46.0,41.0,200.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,30.0,65.0,42.0,53.0,53.0,257.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,62.0,58.0,58.0,62.0,63.0,302.0
20172,,BOGOTA,MAÑANA,OFICIAL,F,44.0,62.0,59.0,60.0,58.0,293.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,88.0,84.0,82.0,78.0,77.0,404.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,88.0,84.0,82.0,78.0,77.0,404.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,40.0,56.0,41.0,49.0,54.0,246.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,F,60.0,48.0,58.0,55.0,59.0,277.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,34.0,39.0,27.0,44.0,37.0,183.0
20172,N,BOGOTA,TARDE,NO OFICIAL,M,44.0,58.0,60.0,50.0,61.0,281.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,77.0,65.0,71.0,63.0,73.0,343.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,68.0,42.0,57.0,45.0,53.0,253.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,54.0,44.0,51.0,41.0,56.0,242.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,55.0,48.0,57.0,54.0,58.0,272.0
20172,N,BOGOTA,TARDE,OFICIAL,F,49.0,26.0,42.0,38.0,47.0,195.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,55.0,32.0,26.0,46.0,37.0,184.0
20172,N,BOGOTA,TARDE,OFICIAL,M,43.0,54.0,53.0,54.0,65.0,277.0
20172,N,BOGOTA,TARDE,OFICIAL,F,47.0,51.0,49.0,56.0,54.0,260.0
20181,N,BOGOTA,COMPLETA,NO OFICIAL,M,76.0,84.0,66.0,72.0,65.0,360.0
20181,N,BOGOTA,COMPLETA,NO OFICIAL,M,76.0,84.0,66.0,72.0,65.0,360.0
20172,N,BOGOTA,TARDE,OFICIAL,F,50.0,36.0,38.0,47.0,51.0,218.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,F,37.0,41.0,38.0,38.0,36.0,191.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,50.0,68.0,61.0,61.0,63.0,311.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,M,86.0,75.0,70.0,72.0,72.0,367.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,M,59.0,56.0,54.0,57.0,57.0,281.0
20172,N,BOGOTA,TARDE,OFICIAL,F,57.0,60.0,51.0,60.0,61.0,290.0
20172,N,BOGOTA,TARDE,OFICIAL,M,52.0,59.0,62.0,58.0,64.0,300.0
20172,N,BOGOTA,TARDE,OFICIAL,F,37.0,34.0,38.0,44.0,40.0,194.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,38.0,36.0,41.0,41.0,44.0,202.0
20172,N,BOGOTA,UNICA,OFICIAL,F,59.0,49.0,54.0,53.0,61.0,273.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,M,43.0,44.0,42.0,45.0,53.0,229.0
20172,N,BOGOTA,TARDE,OFICIAL,F,43.0,35.0,43.0,43.0,37.0,199.0
20172,N,BOGOTA,TARDE,OFICIAL,F,48.0,33.0,42.0,40.0,47.0,205.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,61.0,49.0,52.0,48.0,50.0,253.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,68.0,65.0,47.0,60.0,63.0,297.0
20172,N,BOGOTA,UNICA,OFICIAL,F,47.0,51.0,51.0,60.0,60.0,274.0
20172,N,BOGOTA,TARDE,OFICIAL,F,45.0,41.0,39.0,47.0,33.0,202.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,56.0,55.0,41.0,54.0,45.0,247.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,75.0,64.0,57.0,65.0,58.0,310.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,F,85.0,68.0,77.0,75.0,76.0,374.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,42.0,52.0,48.0,40.0,46.0,231.0
20172,N,BOGOTA,TARDE,OFICIAL,F,47.0,30.0,38.0,39.0,41.0,189.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,M,62.0,67.0,63.0,60.0,54.0,305.0
20172,S,BOGOTA,COMPLETA,NO OFICIAL,M,78.0,55.0,71.0,60.0,68.0,323.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,49.0,59.0,52.0,68.0,53.0,287.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,50.0,57.0,63.0,63.0,56.0,295.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,40.0,40.0,42.0,38.0,43.0,203.0
20172,N,BOGOTA,UNICA,OFICIAL,F,56.0,62.0,50.0,59.0,49.0,275.0
