PERIODO,COLE_BILINGUE,COLE_DEPTO_UBICACION,COLE_JORNADA,COLE_NATURALEZA,ESTU_GENERO,PUNT_INGLES,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,PUNT_C_NATURALES,PUNT_LECTURA_CRITICA,PUNT_GLOBAL
20172,N,BOGOTA,COMPLETA,OFICIAL,M,50.0,59.0,49.0,54.0,50.0,264.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,47.0,49.0,40.0,46.0,50.0,232.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,62.0,42.0,53.0,58.0,56.0,265.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,47.0,53.0,58.0,54.0,62.0,280.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,F,52.0,59.0,59.0,57.0,43.0,272.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,53.0,57.0,59.0,60.0,67.0,301.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,M,52.0,62.0,62.0,51.0,55.0,285.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,59.0,56.0,59.0,58.0,56.0,287.0
20172,N,BOGOTA,UNICA,OFICIAL,M,64.0,56.0,54.0,56.0,59.0,284.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,61.0,67.0,55.0,63.0,64.0,311.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,F,52.0,48.0,47.0,43.0,52.0,239.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,M,100.0,89.0,84.0,76.0,74.0,411.0
20172,N,BOGOTA,SABATINA,OFICIAL,F,56.0,45.0,44.0,45.0,44.0,227.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,71.0,65.0,78.0,71.0,61.0,345.0
20172,,BOGOTA,TARDE,OFICIAL,M,49.0,56.0,61.0,51.0,59.0,281.0
20172,S,BOGOTA,COMPLETA,NO OFICIAL,F,53.0,52.0,59.0,58.0,56.0,280.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,48.0,50.0,36.0,49.0,43.0,224.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,86.0,75.0,77.0,73.0,78.0,383.0
20181,,BOGOTA,MAÑANA,NO OFICIAL,M,52.0,46.0,53.0,44.0,51.0,244.0
20172,N,BOGOTA,UNICA,OFICIAL,M,52.0,54.0,60.0,59.0,57.0,285.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,71.0,63.0,63.0,66.0,66.0,325.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,71.0,74.0,63.0,68.0,65.0,339.0
20172,N,BOGOTA,TARDE,OFICIAL,F,38.0,52.0,48.0,49.0,49.0,243.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,34.0,40.0,27.0,36.0,38.0,176.0
20172,N,BOGOTA,TARDE,OFICIAL,M,52.0,64.0,53.0,54.0,61.0,288.0
20171,N,BOGOTA,COMPLETA,NO OFICIAL,F,63.0,65.0,61.0,61.0,63.0,313.0
20181,,BOGOTA,SABATINA,NO OFICIAL,M,38.0,54.0,54.0,32.0,50.0,234.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,57.0,68.0,52.0,52.0,57.0,286.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,M,35.0,50.0,50.0,47.0,44.0,234.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,56.0,63.0,52.0,59.0,54.0,285.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,M,43.0,44.0,43.0,42.0,53.0,227.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,35.0,45.0,41.0,45.0,51.0,223.0
20172,N,BOGOTA,SABATINA,NO OFICIAL,F,43.0,40.0,45.0,45.0,52.0,227.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,M,56.0,64.0,62.0,66.0,63.0,316.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,77.0,68.0,67.0,64.0,72.0,342.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,77.0,68.0,67.0,64.0,72.0,342.0
20172,,BOGOTA,SABATINA,NO OFICIAL,F,41.0,53.0,46.0,59.0,50.0,256.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,36.0,63.0,57.0,52.0,62.0,284.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,44.0,45.0,50.0,57.0,53.0,253.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,M,58.0,68.0,54.0,67.0,63.0,313.0
20172,N,BOGOTA,TARDE,OFICIAL,F,51.0,51.0,51.0,52.0,56.0,262.0
20172,N,BOGOTA,TARDE,OFICIAL,F,44.0,63.0,58.0,60.0,62.0,297.0
20172,N,BOGOTA,TARDE,OFICIAL,F,45.0,31.0,41.0,36.0,44.0,193.0
20172,N,BOGOTA,TARDE,OFICIAL,F,53.0,62.0,59.0,60.0,58.0,296.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,72.0,74.0,69.0,67.0,73.0,354.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,36.0,43.0,47.0,46.0,50.0,228.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,67.0,62.0,69.0,58.0,61.0,314.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,M,45.0,44.0,48.0,45.0,46.0,228.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,49.0,50.0,52.0,51.0,53.0,257.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,79.0,71.0,65.0,100.0,70.0,383.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,79.0,71.0,65.0,100.0,70.0,383.0
20172,,BOGOTA,TARDE,OFICIAL,F,49.0,45.0,51.0,48.0,58.0,252.0
20172,,BOGOTA,TARDE,OFICIAL,F,45.0,55.0,47.0,54.0,47.0,252.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,49.0,53.0,57.0,58.0,57.0,278.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,39.0,48.0,44.0,46.0,41.0,222.0
20172,,BOGOTA,TARDE,OFICIAL,F,50.0,47.0,56.0,52.0,59.0,266.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,M,85.0,68.0,75.0,81.0,72.0,374.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,42.0,57.0,47.0,58.0,47.0,257.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,63.0,69.0,52.0,63.0,59.0,305.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,59.0,58.0,43.0,42.0,58.0,255.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,46.0,40.0,42.0,40.0,44.0,209.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,48.0,39.0,48.0,43.0,58.0,235.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,F,47.0,42.0,38.0,31.0,46.0,199.0
20172,N,BOGOTA,SABATINA,OFICIAL,F,41.0,29.0,29.0,32.0,33.0,158.0
20172,,BOGOTA,TARDE,OFICIAL,M,43.0,54.0,59.0,53.0,61.0,278.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,51.0,46.0,47.0,48.0,58.0,249.0
20172,N,BOGOTA,UNICA,OFICIAL,M,55.0,53.0,54.0,56.0,59.0,277.0
20171,N,BOGOTA,COMPLETA,NO OFICIAL,F,84.0,76.0,67.0,70.0,63.0,351.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,35.0,21.0,41.0,36.0,30.0,161.0
20172,,BOGOTA,MAÑANA,OFICIAL,F,33.0,43.0,42.0,50.0,48.0,224.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,55.0,67.0,67.0,55.0,67.0,317.0
20172,N,BOGOTA,TARDE,OFICIAL,F,63.0,69.0,68.0,66.0,69.0,338.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,49.0,58.0,61.0,57.0,63.0,295.0
20172,N,BOGOTA,TARDE,OFICIAL,M,66.0,75.0,63.0,66.0,72.0,344.0
20181,N,BOGOTA,MAÑANA,NO OFICIAL,M,51.0,60.0,56.0,65.0,57.0,294.0
20172,N,BOGOTA,UNICA,OFICIAL,M,62.0,59.0,53.0,51.0,58.0,279.0
20172,N,BOGOTA,TARDE,OFICIAL,F,30.0,58.0,44.0,57.0,53.0,256.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,58.0,46.0,50.0,53.0,52.0,254.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,59.0,74.0,56.0,62.0,71.0,326.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,M,62.0,58.0,56.0,62.0,59.0,295.0
20172,N,BOGOTA,TARDE,OFICIAL,M,56.0,66.0,60.0,62.0,65.0,313.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,65.0,59.0,65.0,62.0,63.0,312.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,46.0,47.0,43.0,52.0,37.0,224.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,51.0,62.0,60.0,44.0,58.0,278.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,57.0,43.0,59.0,47.0,63.0,267.0
20172,N,BOGOTA,COMPLETA,OFICIAL,F,62.0,61.0,63.0,58.0,58.0,301.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,54.0,56.0,43.0,47.0,44.0,240.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,47.0,53.0,45.0,58.0,45.0,250.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,46.0,37.0,43.0,44.0,45.0,213.0
20172,,BOGOTA,TARDE,OFICIAL,F,50.0,38.0,51.0,46.0,45.0,227.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,67.0,72.0,67.0,64.0,72.0,343.0
20172,N,BOGOTA,TARDE,OFICIAL,F,34.0,47.0,60.0,43.0,52.0,246.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,51.0,59.0,54.0,52.0,59.0,278.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,64.0,51.0,51.0,52.0,66.0,278.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,84.0,78.0,80.0,77.0,81.0,397.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,84.0,78.0,80.0,77.0,81.0,397.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,47.0,60.0,52.0,48.0,62.0,274.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,83.0,71.0,72.0,70.0,66.0,354.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,F,83.0,71.0,72.0,70.0,66.0,354.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,48.0,52.0,52.0,53.0,55.0,263.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,M,37.0,47.0,54.0,47.0,57.0,251.0
20181,,BOGOTA,SABATINA,NO OFICIAL,M,38.0,35.0,39.0,46.0,43.0,203.0
20172,,BOGOTA,MAÑANA,OFICIAL,F,43.0,38.0,48.0,47.0,40.0,216.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,60.0,70.0,60.0,59.0,63.0,314.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,88.0,80.0,70.0,71.0,66.0,365.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,88.0,80.0,70.0,71.0,66.0,365.0
20172,N,BOGOTA,COMPLETA,OFICIAL,F,33.0,41.0,42.0,42.0,52.0,217.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,66.0,62.0,53.0,54.0,58.0,287.0
20172,,BOGOTA,NOCHE,NO OFICIAL,M,30.0,35.0,29.0,39.0,39.0,175.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,F,57.0,48.0,42.0,43.0,51.0,234.0
20172,N,BOGOTA,TARDE,OFICIAL,M,35.0,47.0,47.0,48.0,54.0,240.0
20171,N,BOGOTA,COMPLETA,NO OFICIAL,F,83.0,70.0,65.0,62.0,67.0,337.0
20172,N,BOGOTA,COMPLETA,OFICIAL,F,53.0,45.0,48.0,50.0,54.0,248.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,42.0,56.0,56.0,47.0,57.0,265.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,52.0,41.0,55.0,53.0,52.0,252.0
20172,S,BOGOTA,COMPLETA,NO OFICIAL,M,76.0,65.0,55.0,60.0,52.0,297.0
20172,N,BOGOTA,TARDE,OFICIAL,F,38.0,44.0,45.0,46.0,53.0,232.0
20172,S,BOGOTA,COMPLETA,NO OFICIAL,M,80.0,73.0,68.0,62.0,81.0,358.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,46.0,47.0,51.0,55.0,55.0,258.0
20172,N,BOGOTA,SABATINA,NO OFICIAL,M,54.0,53.0,60.0,61.0,58.0,288.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,M,43.0,37.0,26.0,38.0,34.0,172.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,64.0,50.0,42.0,51.0,57.0,255.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,56.0,66.0,62.0,59.0,59.0,305.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,35.0,57.0,47.0,45.0,48.0,241.0
20172,N,BOGOTA,COMPLETA,OFICIAL,F,44.0,57.0,49.0,54.0,53.0,263.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,63.0,69.0,59.0,67.0,66.0,325.0
20172,N,BOGOTA,TARDE,OFICIAL,M,62.0,58.0,53.0,59.0,63.0,293.0
20172,N,BOGOTA,TARDE,OFICIAL,F,43.0,38.0,48.0,50.0,44.0,224.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,F,44.0,30.0,39.0,43.0,49.0,203.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,75.0,47.0,51.0,63.0,53.0,276.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,45.0,51.0,39.0,53.0,46.0,235.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,65.0,53.0,46.0,55.0,59.0,271.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,M,38.0,37.0,54.0,29.0,38.0,197.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,40.0,37.0,54.0,49.0,54.0,239.0
20172,N,BOGOTA,TARDE,OFICIAL,F,46.0,44.0,48.0,52.0,62.0,255.0
20172,N,BOGOTA,UNICA,OFICIAL,F,51.0,51.0,56.0,59.0,67.0,288.0
20172,N,BOGOTA,TARDE,OFICIAL,M,39.0,63.0,59.0,62.0,51.0,286.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,55.0,59.0,63.0,66.0,60.0,307.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,60.0,58.0,71.0,64.0,63.0,318.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,42.0,44.0,46.0,44.0,54.0,233.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,32.0,43.0,34.0,46.0,48.0,210.0
20171,N,BOGOTA,COMPLETA,NO OFICIAL,M,85.0,70.0,61.0,66.0,53.0,321.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,41.0,34.0,38.0,40.0,43.0,195.0
20172,N,BOGOTA,TARDE,OFICIAL,F,79.0,68.0,67.0,73.0,66.0,347.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,M,41.0,40.0,34.0,43.0,36.0,192.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,54.0,56.0,58.0,52.0,54.0,275.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,53.0,50.0,39.0,55.0,47.0,241.0
20172,N,BOGOTA,NOCHE,OFICIAL,M,38.0,39.0,41.0,47.0,34.0,200.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,47.0,47.0,44.0,39.0,42.0,217.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,52.0,49.0,43.0,50.0,52.0,244.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,42.0,58.0,51.0,61.0,65.0,287.0
20172,N,BOGOTA,TARDE,OFICIAL,M,52.0,55.0,58.0,56.0,49.0,272.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,F,62.0,63.0,57.0,49.0,59.0,287.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,48.0,69.0,57.0,60.0,51.0,292.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,62.0,66.0,68.0,61.0,72.0,332.0
20172,N,BOGOTA,TARDE,OFICIAL,F,49.0,53.0,57.0,56.0,60.0,280.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,57.0,55.0,58.0,55.0,60.0,285.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,64.0,55.0,54.0,55.0,52.0,274.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,44.0,64.0,49.0,56.0,58.0,279.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,F,94.0,64.0,69.0,66.0,67.0,343.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,47.0,54.0,55.0,49.0,50.0,258.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,47.0,38.0,45.0,33.0,39.0,197.0
20172,N,BOGOTA,TARDE,OFICIAL,F,48.0,44.0,52.0,37.0,46.0,225.0
20172,N,BOGOTA,TARDE,OFICIAL,F,49.0,45.0,46.0,55.0,54.0,250.0
20172,N,BOGOTA,UNICA,OFICIAL,F,59.0,46.0,50.0,57.0,51.0,258.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,51.0,52.0,48.0,54.0,47.0,252.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,50.0,44.0,44.0,47.0,51.0,234.0
20172,N,BOGOTA,TARDE,OFICIAL,M,56.0,59.0,58.0,58.0,56.0,288.0
20172,N,BOGOTA,UNICA,OFICIAL,M,46.0,47.0,49.0,44.0,55.0,243.0
20172,N,BOGOTA,UNICA,OFICIAL,M,48.0,51.0,51.0,48.0,56.0,256.0
20172,N,BOGOTA,TARDE,OFICIAL,M,38.0,48.0,48.0,49.0,56.0,247.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,F,38.0,47.0,50.0,42.0,45.0,227.0
20172,N,BOGOTA,TARDE,OFICIAL,F,47.0,52.0,57.0,57.0,57.0,275.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,F,63.0,57.0,62.0,61.0,67.0,309.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,45.0,60.0,42.0,57.0,55.0,264.0
20172,N,BOGOTA,TARDE,OFICIAL,F,48.0,43.0,46.0,47.0,45.0,227.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,51.0,54.0,48.0,54.0,65.0,275.0
20172,,BOGOTA,SABATINA,NO OFICIAL,F,40.0,38.0,38.0,38.0,45.0,199.0
20172,,BOGOTA,NOCHE,NO OFICIAL,M,41.0,61.0,61.0,66.0,63.0,305.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,37.0,65.0,68.0,59.0,63.0,308.0
20172,N,BOGOTA,TARDE,OFICIAL,F,51.0,53.0,55.0,46.0,50.0,255.0
20172,N,BOGOTA,TARDE,OFICIAL,F,41.0,51.0,43.0,48.0,48.0,235.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,64.0,69.0,65.0,68.0,60.0,327.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,41.0,38.0,27.0,41.0,46.0,191.0
20172,N,BOGOTA,TARDE,OFICIAL,F,41.0,49.0,63.0,56.0,54.0,272.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,71.0,65.0,68.0,65.0,70.0,337.0
20172,N,BOGOTA,TARDE,OFICIAL,M,45.0,36.0,33.0,45.0,41.0,196.0
20172,N,BOGOTA,UNICA,OFICIAL,M,49.0,43.0,44.0,51.0,55.0,242.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,63.0,57.0,59.0,58.0,67.0,302.0
20172,N,BOGOTA,TARDE,OFICIAL,F,54.0,56.0,56.0,58.0,57.0,283.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,55.0,47.0,53.0,49.0,57.0,259.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,62.0,72.0,78.0,65.0,61.0,342.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,41.0,29.0,39.0,36.0,39.0,181.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,53.0,44.0,50.0,34.0,56.0,233.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,67.0,56.0,53.0,57.0,65.0,292.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,60.0,55.0,61.0,61.0,58.0,294.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,M,47.0,53.0,50.0,54.0,45.0,251.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,62.0,59.0,60.0,65.0,61.0,307.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,52.0,53.0,48.0,57.0,54.0,265.0
20172,N,BOGOTA,TARDE,OFICIAL,M,56.0,69.0,73.0,54.0,68.0,326.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,85.0,70.0,69.0,76.0,65.0,356.0
20181,S,BOGOTA,COMPLETA,NO OFICIAL,M,85.0,70.0,69.0,76.0,65.0,356.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,61.0,58.0,53.0,60.0,60.0,290.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,59.0,56.0,49.0,54.0,54.0,268.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,48.0,50.0,61.0,51.0,52.0,265.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,68.0,63.0,61.0,62.0,65.0,316.0
20172,,BOGOTA,TARDE,OFICIAL,F,58.0,57.0,54.0,56.0,51.0,274.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,48.0,52.0,52.0,54.0,43.0,250.0
20172,N,BOGOTA,TARDE,OFICIAL,M,47.0,27.0,35.0,31.0,37.0,168.0
20172,,BOGOTA,MAÑANA,OFICIAL,F,45.0,43.0,43.0,46.0,45.0,222.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,56.0,70.0,24.0,55.0,62.0,265.0
20172,N,BOGOTA,MAÑANA,NO OFICIAL,M,52.0,53.0,56.0,50.0,56.0,268.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,54.0,48.0,42.0,39.0,48.0,225.0
20172,N,BOGOTA,NOCHE,OFICIAL,M,46.0,44.0,40.0,41.0,49.0,218.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,66.0,56.0,61.0,57.0,62.0,298.0
20172,N,BOGOTA,SABATINA,NO OFICIAL,M,33.0,38.0,34.0,30.0,36.0,172.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,76.0,60.0,70.0,58.0,73.0,330.0
20172,,BOGOTA,MAÑANA,OFICIAL,M,66.0,53.0,51.0,61.0,59.0,284.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,37.0,43.0,40.0,45.0,47.0,216.0
20172,N,BOGOTA,COMPLETA,OFICIAL,F,58.0,60.0,66.0,66.0,66.0,320.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,78.0,64.0,60.0,58.0,68.0,318.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,58.0,52.0,45.0,53.0,52.0,255.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,55.0,59.0,56.0,60.0,62.0,295.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,45.0,41.0,44.0,46.0,36.0,210.0
20172,,BOGOTA,NOCHE,NO OFICIAL,F,48.0,23.0,49.0,39.0,45.0,198.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,44.0,45.0,58.0,59.0,60.0,273.0
20172,N,BOGOTA,UNICA,OFICIAL,F,48.0,42.0,53.0,52.0,43.0,238.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,64.0,50.0,61.0,55.0,62.0,288.0
20172,N,BOGOTA,TARDE,OFICIAL,M,51.0,73.0,68.0,72.0,71.0,347.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,47.0,33.0,46.0,43.0,41.0,206.0
20172,N,BOGOTA,UNICA,OFICIAL,F,43.0,52.0,58.0,51.0,57.0,268.0
20172,N,BOGOTA,TARDE,OFICIAL,F,62.0,62.0,60.0,63.0,60.0,307.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,54.0,56.0,53.0,56.0,64.0,285.0
20172,N,BOGOTA,NOCHE,OFICIAL,F,39.0,48.0,46.0,55.0,43.0,237.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,73.0,60.0,67.0,60.0,66.0,320.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,48.0,52.0,62.0,57.0,61.0,286.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,M,79.0,66.0,73.0,65.0,68.0,344.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,F,75.0,67.0,70.0,66.0,67.0,340.0
20172,N,BOGOTA,TARDE,OFICIAL,F,49.0,36.0,47.0,47.0,61.0,239.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,68.0,77.0,74.0,72.0,69.0,363.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,47.0,47.0,56.0,54.0,59.0,267.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,M,51.0,41.0,43.0,37.0,44.0,210.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,47.0,48.0,52.0,55.0,52.0,257.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,M,60.0,67.0,62.0,64.0,71.0,328.0
20172,,BOGOTA,SABATINA,NO OFICIAL,F,34.0,31.0,55.0,47.0,50.0,224.0
20172,N,BOGOTA,TARDE,OFICIAL,F,63.0,58.0,61.0,58.0,59.0,297.0
20172,N,BOGOTA,TARDE,OFICIAL,M,72.0,67.0,70.0,67.0,74.0,348.0
20172,,BOGOTA,MAÑANA,NO OFICIAL,F,37.0,45.0,40.0,38.0,41.0,203.0
20181,N,BOGOTA,MAÑANA,NO OFICIAL,M,30.0,37.0,30.0,31.0,35.0,165.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,43.0,63.0,56.0,56.0,55.0,282.0
20172,N,BOGOTA,UNICA,NO OFICIAL,M,76.0,67.0,65.0,68.0,66.0,336.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,F,72.0,55.0,64.0,64.0,69.0,318.0
20172,N,BOGOTA,COMPLETA,NO OFICIAL,M,49.0,52.0,51.0,52.0,52.0,258.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,65.0,62.0,54.0,62.0,59.0,298.0
20172,N,BOGOTA,TARDE,OFICIAL,F,42.0,46.0,41.0,50.0,52.0,234.0
20172,,BOGOTA,TARDE,OFICIAL,M,45.0,45.0,30.0,46.0,51.0,216.0
20172,,BOGOTA,SABATINA,NO OFICIAL,F,47.0,35.0,27.0,40.0,41.0,183.0
20172,,BOGOTA,COMPLETA,NO OFICIAL,M,60.0,66.0,55.0,58.0,59.0,298.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,M,57.0,48.0,64.0,48.0,60.0,276.0
20172,,BOGOTA,TARDE,OFICIAL,F,60.0,69.0,64.0,62.0,67.0,325.0
20172,N,BOGOTA,MAÑANA,OFICIAL,F,57.0,64.0,50.0,56.0,62.0,290.0
20172,N,BOGOTA,NOCHE,NO OFICIAL,F,43.0,39.0,46.0,43.0,39.0,209.0
20171,S,BOGOTA,COMPLETA,NO OFICIAL,M,88.0,78.0,82.0,80.0,75.0,397.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,66.0,51.0,64.0,58.0,62.0,297.0
20172,N,BOGOTA,MAÑANA,OFICIAL,M,37.0,45.0,45.0,46.0,46.0,224.0
